customerID,customer_fname,customer_lname,customer_email,customer_city,customer_state,customer_country,customer_zip,market,region
5249,Robert,Huffman,XXXXXXXXX,Sacramento,CA,EE. UU.,95822.0,USCA,
5250,Donald,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5251,Stephen,Potts,XXXXXXXXX,Bayamon,PR,Puerto Rico,957.0,Africa,
5252,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5253,Susan,Watkins,XXXXXXXXX,Chandler,AZ,EE. UU.,85225.0,Europe,
5254,Victoria,Francis,XXXXXXXXX,Beloit,WI,EE. UU.,53511.0,Africa,
5255,Mary,Marks,XXXXXXXXX,Virginia Beach,VA,EE. UU.,23455.0,Europe,
5256,Cheryl,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5257,Denise,Boyd,XXXXXXXXX,College Station,TX,EE. UU.,77840.0,Europe,
5258,Mary,Hoffman,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5259,Dennis,Smith,XXXXXXXXX,Houston,TX,EE. UU.,77036.0,Africa,
5260,Mary,Hartman,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5261,Jennifer,Suarez,XXXXXXXXX,Manati,PR,Puerto Rico,674.0,USCA,
5262,Eric,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5263,Benjamin,Taylor,XXXXXXXXX,San Jose,CA,EE. UU.,95112.0,Pacific Asia,
5264,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5265,Sarah,Rogers,XXXXXXXXX,Los Angeles,CA,EE. UU.,90011.0,LATAM,
5266,Adam,Pratt,XXXXXXXXX,Brooklyn,NY,EE. UU.,11219.0,LATAM,
5267,Mary,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11215.0,Pacific Asia,
5268,Stephen,Blair,XXXXXXXXX,Tonawanda,NY,EE. UU.,14150.0,Europe,
5269,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5270,Andrea,Johnson,XXXXXXXXX,Chicago,IL,EE. UU.,60620.0,Pacific Asia,
5271,Mary,Hall,XXXXXXXXX,North Hills,CA,EE. UU.,91343.0,USCA,
5272,Jean,Fuentes,XXXXXXXXX,Las Vegas,NV,EE. UU.,89117.0,Europe,
5274,Michael,Beard,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5275,Alan,Smith,XXXXXXXXX,Trujillo Alto,PR,Puerto Rico,976.0,Europe,
5276,Mary,Martin,XXXXXXXXX,Chillicothe,OH,EE. UU.,45601.0,LATAM,
5277,James,Morgan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5278,Raymond,Kennedy,XXXXXXXXX,Westminster,CA,EE. UU.,92683.0,USCA,
5279,Kathryn,Smith,XXXXXXXXX,Fayetteville,NC,EE. UU.,28314.0,LATAM,
5280,Mary,Day,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5281,James,Smith,XXXXXXXXX,Chicago,IL,EE. UU.,60619.0,LATAM,
5282,Gary,Johnson,XXXXXXXXX,Lawrenceville,GA,EE. UU.,30044.0,Pacific Asia,
5283,Jacob,Guerrero,XXXXXXXXX,Escondido,CA,EE. UU.,92026.0,Europe,
5284,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5285,Heather,Bentley,XXXXXXXXX,Clearfield,UT,EE. UU.,84015.0,Europe,
5286,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5287,Margaret,Wu,XXXXXXXXX,Bronx,NY,EE. UU.,10456.0,LATAM,
5288,Timothy,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5289,Jacob,Russo,XXXXXXXXX,Bismarck,ND,EE. UU.,58501.0,Europe,
5290,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5291,Carolyn,Johnson,XXXXXXXXX,Brooklyn,NY,EE. UU.,11201.0,Europe,
5292,Mary,Torres,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5293,Michelle,Callahan,XXXXXXXXX,Sacramento,CA,EE. UU.,95823.0,LATAM,
5294,Nicholas,Smith,XXXXXXXXX,Ballwin,MO,EE. UU.,63021.0,USCA,
5295,Mary,Williams,XXXXXXXXX,Bountiful,UT,EE. UU.,84010.0,Pacific Asia,
5296,Evelyn,Jefferson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5297,Mary,Smith,XXXXXXXXX,San Diego,CA,EE. UU.,92115.0,LATAM,
5298,Lisa,Moore,XXXXXXXXX,New York,NY,EE. UU.,10040.0,Pacific Asia,
5299,Mary,Randall,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5300,Joseph,Smith,XXXXXXXXX,Orlando,FL,EE. UU.,32822.0,LATAM,
5301,Mary,Ward,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5302,Betty,Smith,XXXXXXXXX,Medford,MA,EE. UU.,2155.0,Africa,
5303,Diana,Shepherd,XXXXXXXXX,Carrollton,TX,EE. UU.,75006.0,Pacific Asia,
5304,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5305,Kathleen,Bailey,XXXXXXXXX,Corona,CA,EE. UU.,92882.0,LATAM,
5306,Mary,Conley,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5307,Nicholas,Herman,XXXXXXXXX,New Braunfels,TX,EE. UU.,78130.0,Pacific Asia,
5308,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5309,Jessica,Johnston,XXXXXXXXX,Smyrna,GA,EE. UU.,30080.0,LATAM,
5310,Ryan,Baird,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5311,Mary,Smith,XXXXXXXXX,Brighton,MA,EE. UU.,2135.0,USCA,
5312,Nancy,Flores,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5313,Mary,Webb,XXXXXXXXX,Las Vegas,NV,EE. UU.,89108.0,LATAM,
5314,Karen,Smith,XXXXXXXXX,Everett,WA,EE. UU.,98208.0,LATAM,
5315,Tammy,Thomas,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5316,Mary,Harris,XXXXXXXXX,Chesapeake,VA,EE. UU.,23320.0,Pacific Asia,
5317,Mary,Bender,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5318,Jessica,Smith,XXXXXXXXX,Cleveland,OH,EE. UU.,44109.0,Pacific Asia,
5319,Melissa,Harrison,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5320,Mary,Garza,XXXXXXXXX,Stockton,CA,EE. UU.,95207.0,LATAM,
5321,Robert,Rowe,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5322,Christine,Smith,XXXXXXXXX,New York,NY,EE. UU.,10025.0,Pacific Asia,
5323,Julia,James,XXXXXXXXX,Antioch,TN,EE. UU.,37013.0,Pacific Asia,
5324,Mary,Patterson,XXXXXXXXX,Houston,TX,EE. UU.,77015.0,LATAM,
5325,Diana,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5326,Sean,Spencer,XXXXXXXXX,Los Angeles,CA,EE. UU.,90066.0,Europe,
5327,Mary,Mcbride,XXXXXXXXX,Raleigh,NC,EE. UU.,27610.0,LATAM,
5328,William,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5329,Jack,Townsend,XXXXXXXXX,Long Beach,CA,EE. UU.,90805.0,Africa,
5330,Mary,Smith,XXXXXXXXX,Atlanta,GA,EE. UU.,30349.0,Europe,
5331,Victoria,Hines,XXXXXXXXX,Bakersfield,CA,EE. UU.,93308.0,LATAM,
5332,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5333,James,Santiago,XXXXXXXXX,Brooklyn,NY,EE. UU.,11221.0,Pacific Asia,
5334,Michael,Smith,XXXXXXXXX,Richmond,KY,EE. UU.,40475.0,Pacific Asia,
5335,Phillip,Paul,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5336,Mary,Smith,XXXXXXXXX,Lutz,FL,EE. UU.,33549.0,LATAM,
5337,Samuel,Stephenson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5338,Amber,Smith,XXXXXXXXX,Newark,NJ,EE. UU.,7104.0,Europe,
5339,Mary,Moore,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5340,Nicole,Lewis,XXXXXXXXX,Hawthorne,CA,EE. UU.,90250.0,USCA,
5341,Mary,West,XXXXXXXXX,Brooklyn,NY,EE. UU.,11230.0,USCA,
5342,Willie,Flynn,XXXXXXXXX,San Jose,CA,EE. UU.,95111.0,Pacific Asia,
5343,Mary,Smith,XXXXXXXXX,Oak Lawn,IL,EE. UU.,60453.0,Europe,
5344,Jacqueline,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5345,Mary,Martinez,XXXXXXXXX,Newburgh,NY,EE. UU.,12550.0,LATAM,
5346,John,Carlson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5347,Madison,Smith,XXXXXXXXX,Woodbridge,VA,EE. UU.,22193.0,Europe,
5348,Mary,Wilson,XXXXXXXXX,Los Angeles,CA,EE. UU.,90032.0,Europe,
5349,Kenneth,Martin,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5350,Timothy,Solomon,XXXXXXXXX,Compton,CA,EE. UU.,90220.0,Europe,
5351,Mary,Smith,XXXXXXXXX,Cleveland,OH,EE. UU.,44109.0,LATAM,
5352,Emma,Richards,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5353,Mary,Smith,XXXXXXXXX,Amarillo,TX,EE. UU.,79109.0,USCA,
5354,William,King,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5355,Andrea,Reese,XXXXXXXXX,Charlotte,NC,EE. UU.,28205.0,LATAM,
5356,Mary,Rasmussen,XXXXXXXXX,Reynoldsburg,OH,EE. UU.,43068.0,USCA,
5357,Jean,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5358,Mary,Smith,XXXXXXXXX,Pacoima,CA,EE. UU.,91331.0,USCA,
5359,Raymond,Wu,XXXXXXXXX,Annapolis,MD,EE. UU.,21401.0,LATAM,
5360,Mary,Smith,XXXXXXXXX,Asheboro,NC,EE. UU.,27203.0,Europe,
5361,John,Molina,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5362,Brenda,Hendricks,XXXXXXXXX,Milford,CT,EE. UU.,6460.0,Pacific Asia,
5363,Mary,Smith,XXXXXXXXX,Jackson,MI,EE. UU.,49201.0,LATAM,
5364,Thomas,Colon,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5365,Mary,Smith,XXXXXXXXX,Miami,FL,EE. UU.,33161.0,Pacific Asia,
5366,Lawrence,Brooks,XXXXXXXXX,San Diego,CA,EE. UU.,92102.0,Pacific Asia,
5367,Mary,Mccormick,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5368,Gerald,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11235.0,Pacific Asia,
5369,Mary,Short,XXXXXXXXX,North Richland Hills,TX,EE. UU.,76180.0,LATAM,
5370,Andrew,Smith,XXXXXXXXX,San Diego,CA,EE. UU.,92117.0,LATAM,
5371,Emma,Robinson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5372,Mary,Smith,XXXXXXXXX,Augusta,GA,EE. UU.,30906.0,Europe,
5373,Patricia,Serrano,XXXXXXXXX,Houston,TX,EE. UU.,77015.0,USCA,
5374,Brandon,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5375,Jeremy,Holmes,XXXXXXXXX,Los Angeles,CA,EE. UU.,90046.0,LATAM,
5376,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5377,Crystal,Jones,XXXXXXXXX,Middletown,OH,EE. UU.,45044.0,USCA,
5378,Mary,Frye,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5379,Ralph,Smith,XXXXXXXXX,Virginia Beach,VA,EE. UU.,23455.0,Pacific Asia,
5380,Mary,Cole,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5381,Marilyn,Curry,XXXXXXXXX,Los Angeles,CA,EE. UU.,90047.0,LATAM,
5382,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5383,Mary,Frye,XXXXXXXXX,Staten Island,NY,EE. UU.,10312.0,LATAM,
5384,Christopher,Smith,XXXXXXXXX,Houston,TX,EE. UU.,77015.0,Pacific Asia,
5385,Lisa,Pope,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5386,Brenda,Smith,XXXXXXXXX,Chesapeake,VA,EE. UU.,23322.0,LATAM,
5387,Mary,Riley,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5388,David,Ashley,XXXXXXXXX,Hendersonville,TN,EE. UU.,37075.0,LATAM,
5389,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5390,Kimberly,Padilla,XXXXXXXXX,Allentown,PA,EE. UU.,18103.0,LATAM,
5391,Mary,Smith,XXXXXXXXX,Roswell,GA,EE. UU.,30075.0,Europe,
5392,Ann,James,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5393,Mary,Zimmerman,XXXXXXXXX,Wilmington,CA,EE. UU.,90744.0,Europe,
5395,Mary,Bell,XXXXXXXXX,San Antonio,TX,EE. UU.,78201.0,LATAM,
5396,Cheryl,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5397,Mary,Nelson,XXXXXXXXX,Baltimore,MD,EE. UU.,21224.0,LATAM,
5398,James,Rogers,XXXXXXXXX,Jersey City,NJ,EE. UU.,7307.0,Europe,
5399,Jean,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5400,Mary,Torres,XXXXXXXXX,Enfield,CT,EE. UU.,6082.0,Europe,
5401,Amber,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5402,Crystal,Ryan,XXXXXXXXX,Fort Lauderdale,FL,EE. UU.,33312.0,Europe,
5403,Mary,Smith,XXXXXXXXX,Columbus,OH,EE. UU.,43207.0,LATAM,
5404,Sara,Castillo,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5405,Hannah,Deleon,XXXXXXXXX,Chicago,IL,EE. UU.,60619.0,USCA,
5406,Mary,Whitehead,XXXXXXXXX,Algonquin,IL,EE. UU.,60102.0,Europe,
5407,Joshua,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5408,Rebecca,Zamora,XXXXXXXXX,Fremont,CA,EE. UU.,94539.0,Europe,
5409,Ethan,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5410,Mary,Davis,XXXXXXXXX,Pittsburg,CA,EE. UU.,94565.0,Europe,
5411,Robert,Crane,XXXXXXXXX,Aurora,CO,EE. UU.,80010.0,LATAM,
5412,Roger,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5413,Mary,Smith,XXXXXXXXX,Chicago,IL,EE. UU.,60643.0,USCA,
5414,Helen,Christensen,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5415,Mary,Smith,XXXXXXXXX,Yuma,AZ,EE. UU.,85364.0,Pacific Asia,
5416,Justin,Garcia,XXXXXXXXX,Medford,MA,EE. UU.,2155.0,Africa,
5417,Dennis,Meyer,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5418,Mary,Roy,XXXXXXXXX,Marietta,GA,EE. UU.,30066.0,Africa,
5419,Jennifer,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5420,Dylan,Hicks,XXXXXXXXX,Muskegon,MI,EE. UU.,49442.0,Europe,
5421,Mary,Carlson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5422,Michael,Smith,XXXXXXXXX,Hollywood,FL,EE. UU.,33024.0,LATAM,
5423,Ruth,Brown,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5424,Mary,Howard,XXXXXXXXX,Vista,CA,EE. UU.,92083.0,Pacific Asia,
5425,Mary,Aguirre,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5426,Mary,Smith,XXXXXXXXX,Antioch,CA,EE. UU.,94509.0,Pacific Asia,
5427,Betty,Lester,XXXXXXXXX,Ann Arbor,MI,EE. UU.,48103.0,LATAM,
5428,Mary,Smith,XXXXXXXXX,La Crosse,WI,EE. UU.,54601.0,LATAM,
5429,Betty,Villegas,XXXXXXXXX,Jackson,MI,EE. UU.,49201.0,Pacific Asia,
5430,Emma,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5431,Judith,Peck,XXXXXXXXX,Oceanside,CA,EE. UU.,92054.0,LATAM,
5432,Denise,Smith,XXXXXXXXX,Baltimore,MD,EE. UU.,21229.0,USCA,
5433,Mary,Flores,XXXXXXXXX,Columbus,OH,EE. UU.,43229.0,Europe,
5434,Maria,Melendez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5435,Mary,Smith,XXXXXXXXX,Lawrenceville,GA,EE. UU.,30044.0,LATAM,
5436,Mary,Jones,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5437,Austin,Estes,XXXXXXXXX,San Pablo,CA,EE. UU.,94806.0,LATAM,
5438,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5439,Samuel,Jones,XXXXXXXXX,Bronx,NY,EE. UU.,10457.0,LATAM,
5440,Mary,Malone,XXXXXXXXX,Ontario,CA,EE. UU.,91764.0,Pacific Asia,
5441,Sharon,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5442,Judy,Mccarthy,XXXXXXXXX,Chicago,IL,EE. UU.,60628.0,LATAM,
5443,Mary,Smith,XXXXXXXXX,Greeley,CO,EE. UU.,80631.0,Africa,
5444,Amy,Stevenson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5445,Alexander,Pugh,XXXXXXXXX,Hilliard,OH,EE. UU.,43026.0,Europe,
5446,Mary,Smith,XXXXXXXXX,Douglasville,GA,EE. UU.,30135.0,Pacific Asia,
5447,James,Watkins,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5448,Kelly,English,XXXXXXXXX,Miami,FL,EE. UU.,33126.0,Europe,
5449,Mary,Smith,XXXXXXXXX,Houston,TX,EE. UU.,77055.0,Africa,
5450,John,Harris,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5451,Wayne,Torres,XXXXXXXXX,Chicago,IL,EE. UU.,60632.0,LATAM,
5452,Mary,Olson,XXXXXXXXX,Santa Cruz,CA,EE. UU.,95060.0,Europe,
5453,Grace,English,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5454,Mary,Smith,XXXXXXXXX,Ogden,UT,EE. UU.,84404.0,LATAM,
5455,Emily,Simmons,XXXXXXXXX,San Sebastian,PR,Puerto Rico,685.0,Europe,
5456,Johnny,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5457,Mary,Conrad,XXXXXXXXX,Mesa,AZ,EE. UU.,85204.0,Europe,
5458,Harold,Smith,XXXXXXXXX,Florissant,MO,EE. UU.,63031.0,LATAM,
5459,Mary,Chambers,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5460,Lori,Smith,XXXXXXXXX,Houston,TX,EE. UU.,77093.0,LATAM,
5461,Mary,Daniels,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
5462,James,Greene,XXXXXXXXX,Brooklyn,NY,EE. UU.,11211.0,USCA,
5463,Mary,Schultz,XXXXXXXXX,Fond Du Lac,WI,EE. UU.,54935.0,LATAM,
5464,Peter,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5465,Mary,Jones,XXXXXXXXX,Alameda,CA,EE. UU.,94501.0,USCA,
5466,Carl,Torres,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5467,Mary,Page,XXXXXXXXX,Apopka,FL,EE. UU.,32703.0,LATAM,
5468,Katherine,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5469,Mary,Bradley,XXXXXXXXX,Far Rockaway,NY,EE. UU.,11691.0,Pacific Asia,
5470,Robert,Sawyer,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5471,Donald,Smith,XXXXXXXXX,Tempe,AZ,EE. UU.,85281.0,Pacific Asia,
5472,Joyce,Vance,XXXXXXXXX,Brighton,MA,EE. UU.,2135.0,LATAM,
5473,Randy,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5474,Mary,Sanchez,XXXXXXXXX,Fond Du Lac,WI,EE. UU.,54935.0,Africa,
5475,Debra,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5476,Lauren,Phillips,XXXXXXXXX,Aurora,CO,EE. UU.,80010.0,LATAM,
5477,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5478,Megan,Bailey,XXXXXXXXX,Temecula,CA,EE. UU.,92592.0,Europe,
5479,Mary,Smith,XXXXXXXXX,Columbia,SC,EE. UU.,29223.0,LATAM,
5480,Matthew,Jones,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5481,Mary,Hall,XXXXXXXXX,Scottsdale,AZ,EE. UU.,85254.0,Europe,
5482,Anthony,Morrison,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5483,Mary,Smith,XXXXXXXXX,Murfreesboro,TN,EE. UU.,37130.0,LATAM,
5484,Stephanie,Clark,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5485,Kathy,Bishop,XXXXXXXXX,Corona,CA,EE. UU.,92879.0,Europe,
5486,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5487,Eugene,Rogers,XXXXXXXXX,Chicago,IL,EE. UU.,60630.0,LATAM,
5488,Mary,Cisneros,XXXXXXXXX,Ontario,CA,EE. UU.,91764.0,LATAM,
5489,Teresa,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5490,Mary,Richardson,XXXXXXXXX,Bronx,NY,EE. UU.,10466.0,Pacific Asia,
5491,Sharon,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5492,Frank,Delgado,XXXXXXXXX,Bronx,NY,EE. UU.,10467.0,Europe,
5493,Mary,Cochran,XXXXXXXXX,Jersey City,NJ,EE. UU.,7305.0,Europe,
5494,Rose,Smith,XXXXXXXXX,Oceanside,CA,EE. UU.,92056.0,Europe,
5495,Mary,Flores,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5496,Kevin,Acosta,XXXXXXXXX,Kent,WA,EE. UU.,98031.0,LATAM,
5497,Katherine,Skinner,XXXXXXXXX,San Diego,CA,EE. UU.,92115.0,LATAM,
5498,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5499,Karen,Santiago,XXXXXXXXX,Paramount,CA,EE. UU.,90723.0,Pacific Asia,
5501,Samuel,White,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5502,Mary,Fritz,XXXXXXXXX,Brooklyn,NY,EE. UU.,11226.0,Europe,
5503,Tiffany,Smith,XXXXXXXXX,Escondido,CA,EE. UU.,92025.0,LATAM,
5504,Mary,Brown,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5505,Joseph,Matthews,XXXXXXXXX,North Tonawanda,NY,EE. UU.,14120.0,Europe,
5506,Gregory,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5507,Carl,Thomas,XXXXXXXXX,Chambersburg,PA,EE. UU.,17201.0,LATAM,
5508,Mary,Marquez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5509,Diana,Smith,XXXXXXXXX,Decatur,GA,EE. UU.,30034.0,LATAM,
5510,Mary,Bush,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5511,Linda,Smith,XXXXXXXXX,Detroit,MI,EE. UU.,48205.0,Pacific Asia,
5512,Timothy,Mccormick,XXXXXXXXX,Endicott,NY,EE. UU.,13760.0,LATAM,
5513,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5514,Linda,Collins,XXXXXXXXX,Des Plaines,IL,EE. UU.,60016.0,Pacific Asia,
5515,Mary,Smith,XXXXXXXXX,Cincinnati,OH,EE. UU.,45238.0,USCA,
5516,Marilyn,Woods,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
5517,Mary,Wagner,XXXXXXXXX,Bloomfield,NJ,EE. UU.,7003.0,Europe,
5518,Patricia,Smith,XXXXXXXXX,Princeton,NJ,EE. UU.,8540.0,Europe,
5519,Deborah,Archer,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5520,Virginia,Smith,XXXXXXXXX,Bellflower,CA,EE. UU.,90706.0,Pacific Asia,
5521,Mary,Williamson,XXXXXXXXX,West Chester,PA,EE. UU.,19380.0,Europe,
5522,Rebecca,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
5523,Mary,Krueger,XXXXXXXXX,Brooklyn,NY,EE. UU.,11203.0,USCA,
5524,Mark,Gamble,XXXXXXXXX,Brooklyn,NY,EE. UU.,11206.0,USCA,
5525,Kevin,Smith,XXXXXXXXX,Knoxville,TN,EE. UU.,37922.0,Europe,
5526,Mary,Reid,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5527,Joshua,Smith,XXXXXXXXX,Sacramento,CA,EE. UU.,95823.0,Europe,
5528,Nathan,Kent,XXXXXXXXX,Fresno,CA,EE. UU.,93722.0,LATAM,
5529,Mary,Smith,XXXXXXXXX,Hilliard,OH,EE. UU.,43026.0,Europe,
5530,Donald,Anderson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5531,Philip,Bowman,XXXXXXXXX,Chicago,IL,EE. UU.,60634.0,Africa,
5532,Mary,Smith,XXXXXXXXX,Rowland Heights,CA,EE. UU.,91748.0,LATAM,
5533,Mary,Harrison,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5534,Elizabeth,Smith,XXXXXXXXX,South El Monte,CA,EE. UU.,91733.0,LATAM,
5535,Andrea,Cowan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
5536,Mary,Smith,XXXXXXXXX,Alhambra,CA,EE. UU.,91801.0,Pacific Asia,
5537,James,Bryan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
5538,Lisa,Smith,XXXXXXXXX,Livermore,CA,EE. UU.,94550.0,Pacific Asia,
5539,Mary,Lopez,XXXXXXXXX,Ontario,CA,EE. UU.,91764.0,Europe,
